,Time,CHEM_SNR_LW1,CHEM_SNR_LW2,CHEM_SNR_LW3,CHEM_SNR_LW4,LAT,LON,ALT,LW1,LW2,LW3,LW4
417,56148,5.27153,-3.510641,5.228565,-5.471077,35.7252667,-78.6947222,25.027,-3.994722,-27.063644,-5.397352,-50.099281
418,56149,7.464199,-3.067963,5.674221,-4.695681,35.7253387,-78.6947871,25.053,-7.261311,-20.49839,-7.078424,-51.564163
419,56150,6.572842,-1.245741,4.495819,-3.744823,35.7254108,-78.6948519,25.071,-9.163862,-25.867813,-5.818588,-53.094887
420,56151,7.797264,-4.306005,4.099613,-5.923893,35.725483,-78.694916,25.029,-11.910316,-19.664246,-4.510975,-51.84185
421,56152,7.361813,-2.220026,4.902847,-5.214991,35.7255555,-78.6949805,25.085,-16.200508,-20.499735,-6.906416,-51.594513
422,56153,6.79224,-2.596991,3.549595,-3.916142,35.7256278,-78.6950458,25.047,-8.878651,-16.330662,-9.270679,-51.495209
423,56154,8.857574,-2.502205,5.090435,-3.46899,35.7257005,-78.6951116,25.082,-13.102037,-17.662603,-8.658699,-52.526985
424,56155,8.825123,-1.706831,3.843239,-4.12719,35.7257739,-78.6951775,25.06,-12.343569,-20.02293,-7.692116,-52.104717
425,56156,7.719486,-2.704403,2.40276,-4.694035,35.7258473,-78.6952433,25.048,-10.544302,-20.547798,-6.444042,-51.084724
426,56157,9.715652,-4.966526,3.368053,-4.336586,35.7259207,-78.6953087,25.012,-15.033024,-23.027779,-9.079815,-54.026119
427,56158,8.911774,-1.481962,1.858461,-4.255028,35.7259936,-78.6953744,25.087,-7.822159,-21.246742,-12.669405,-52.566467
428,56159,10.344852,-1.115503,2.914585,-3.195913,35.7260667,-78.6954394,25.061,-6.212439,-22.663063,-12.951498,-50.648277
429,56160,11.04813,-2.746666,1.967697,-3.591921,35.7261397,-78.6955047,25.042,-3.124392,-21.174255,-12.893953,-53.001537
430,56161,11.977604,-1.594778,2.316883,-4.098848,35.726212,-78.6955706,24.982,-1.15448,-25.549847,-9.117819,-53.507782
431,56162,9.234425,0.493452,4.267639,-4.303932,35.7262839,-78.6956359,25.038,-1.970318,-21.274452,-10.24662,-52.737503
432,56163,11.252567,-2.327137,0.481676,-2.639557,35.7263553,-78.6957,25.032,-5.261969,-23.340879,-9.292524,-57.185242
433,56164,13.181839,0.220976,2.702362,-3.286781,35.7264267,-78.6957636,24.954,-21.755331,-22.238297,-12.936852,-55.77346
434,56165,10.47131,-1.121809,1.307541,-3.342522,35.7264993,-78.695828,25.006,-11.511116,-17.621735,-11.4408,-49.537514
435,56166,12.837437,-0.093441,1.801216,-3.327015,35.7265734,-78.6958933,25.061,-5.714945,-16.352592,-13.413448,-54.650822
436,56167,14.815376,-1.341671,-0.131081,-2.139568,35.7266469,-78.6959593,25.062,-8.306471,-19.54966,-14.182202,-50.946846
437,56168,14.87867,0.393578,2.333893,-3.776625,35.7267196,-78.6960248,25.067,-0.418495,-23.546734,-10.027384,-52.599754
438,56169,14.80439,2.444489,2.613449,-2.172783,35.7267918,-78.6960904,24.975,4.57542,-23.053379,-12.54402,-50.557602
439,56170,15.956261,0.288614,-0.324654,-2.607658,35.7268642,-78.6961556,24.997,5.17046,-23.396368,-10.725636,-51.61396
440,56171,17.246998,-1.31889,0.894264,-3.136286,35.7269375,-78.6962203,25.104,7.030178,-62.535286,-13.318132,-52.523422
441,56172,18.934193,-0.121222,0.292908,-3.220448,35.7270064,-78.6962822,25.155,10.203827,-73.293259,-10.67519,-50.991802
442,56173,16.153004,-0.609478,0.266018,-3.54092,35.7270665,-78.6963362,25.078,3.564526,-26.602564,-18.20005,-53.97559
443,56174,17.956211,-0.534452,0.28042,-0.158802,35.7271164,-78.6963802,25.044,0.657564,-22.152412,-9.477688,-48.396843
444,56175,19.575222,0.960421,0.641703,-2.842974,35.7271557,-78.6964141,25.014,-1.467678,-21.208426,-10.425541,-50.661568
445,56176,18.286678,2.331417,-2.195227,-0.850813,35.7271835,-78.6964384,24.842,6.912346,-39.492283,-16.455473,-54.663734
446,56177,18.91761,2.655823,-0.447144,-2.741024,35.7271991,-78.6964522,24.75,5.625996,-24.213985,-17.722599,-52.675125
447,56178,19.751152,-0.352575,-0.939474,-0.992176,35.7272031,-78.6964565,24.863,-5.194624,-13.103577,-15.524407,-52.562485
448,56179,19.751152,-0.352575,-0.939474,-0.992176,35.7272041,-78.696456,24.9,5.566395,-19.71294,-23.493931,-53.718399
449,56180,17.706379,-0.494938,1.506287,-2.684198,35.7272228,-78.6964491,24.744,-1.050802,-18.114662,-26.888853,-53.456238
450,56181,17.706379,-0.494938,1.506287,-2.684198,35.7272623,-78.6964319,24.82,-3.827795,-18.010931,-23.571041,-52.955368
451,56182,-99.0,-99.0,-99.0,-99.0,35.7273208,-78.6964021,24.924,7.097374,-15.672683,-23.057266,-51.778732
452,56183,-99.0,-99.0,-99.0,-99.0,35.7273797,-78.6963702,24.969,9.355717,-17.174782,-24.06971,-51.765671
453,56184,21.522636,-0.618916,-28.232973,-1.064907,35.7274285,-78.6963427,24.75,13.772682,-17.311241,-14.34896,-53.338501
454,56185,21.522636,-0.618916,-28.232973,-1.064907,35.7274651,-78.6963223,24.66,6.01004,-18.268211,-11.630991,-53.521339
455,56186,24.970516,1.039961,-25.168854,-1.702986,35.7274887,-78.6963098,24.605,15.835197,-14.714984,-10.377762,-51.362862
456,56187,24.970516,1.039961,-25.168854,-1.702986,35.7274967,-78.6963058,23.811,12.704704,-18.474663,-11.772556,-60.924713
457,56188,24.970516,1.039961,-25.168854,-1.702986,35.7274979,-78.6963049,22.225,15.429005,-19.573185,-14.440697,-51.888092
458,56189,24.970516,1.039961,-25.168854,-1.702986,35.7274969,-78.6963048,20.782,1.298643,-18.146088,-11.551142,-51.705894
459,56190,24.970516,1.039961,-25.168854,-1.702986,35.7274954,-78.6963062,19.327,7.396942,-21.01181,-10.905411,-55.695686
460,56191,24.970516,1.039961,-25.168854,-1.702986,35.7274936,-78.6963078,17.828,0.909925,-14.985237,-15.587708,-53.352566
461,56192,-99.0,-99.0,-99.0,-99.0,35.7274926,-78.6963093,16.353,6.986309,-15.792589,-13.623833,-51.802807
462,56193,-99.0,-99.0,-99.0,-99.0,35.7274921,-78.6963099,14.857,16.122276,-16.193144,-11.131886,-52.894478
463,56194,-99.0,-99.0,-99.0,-99.0,35.7274918,-78.6963099,13.327,4.863667,-18.003708,-19.199928,-52.095272
464,56195,-99.0,-99.0,-99.0,-99.0,35.7274916,-78.6963093,11.816,4.599434,-22.746626,-13.678099,-52.335484
465,56196,-99.0,-99.0,-99.0,-99.0,35.7274922,-78.6963084,10.464,15.998455,-18.97332,-15.65086,-50.856037
466,56197,-99.0,-99.0,-99.0,-99.0,35.7274928,-78.696308,10.055,16.657692,-22.500675,-12.943546,-53.099091
467,56198,-99.0,-99.0,-99.0,-99.0,35.7274934,-78.6963078,9.596,14.836491,-23.263474,-14.02311,-52.43972
468,56199,-99.0,-99.0,-99.0,-99.0,35.7274937,-78.6963077,9.02,17.935966,-20.500681,-18.784031,-52.735199
469,56200,-99.0,-99.0,-99.0,-99.0,35.7274933,-78.6963077,8.532,21.262093,-30.030836,-19.629923,-51.542553
470,56201,-99.0,-99.0,-99.0,-99.0,35.7274928,-78.6963079,8.04,18.127956,-26.730438,-20.518555,-51.696018
471,56202,-99.0,-99.0,-99.0,-99.0,35.7274922,-78.6963081,7.541,7.276413,-21.756584,-24.589054,-49.672974
472,56203,-99.0,-99.0,-99.0,-99.0,35.7274922,-78.6963082,7.038,12.84642,-17.20776,-21.716894,-51.418961
473,56204,-99.0,-99.0,-99.0,-99.0,35.7274923,-78.6963081,6.557,20.255447,-18.031294,-57.492607,-52.166229
474,56205,-99.0,-99.0,-99.0,-99.0,35.7274922,-78.6963078,6.04,20.432682,-21.992474,-52.835678,-51.159103
475,56206,-99.0,-99.0,-99.0,-99.0,35.7274923,-78.6963077,5.569,17.306992,-25.62611,-25.943918,-52.823669
476,56207,-99.0,-99.0,-99.0,-99.0,35.7274923,-78.6963077,5.04,17.123993,-57.523262,-61.322102,-53.154049
477,56208,-99.0,-99.0,-99.0,-99.0,35.7274924,-78.6963079,4.508,16.639477,-27.744804,-50.856602,-52.600273
478,56209,-99.0,-99.0,-99.0,-99.0,35.7274927,-78.696308,4.013,17.775517,-24.155807,-62.457863,-51.828873
479,56210,-99.0,-99.0,-99.0,-99.0,35.7274931,-78.6963079,3.524,16.379032,-26.577847,-57.54097,-54.446552
480,56211,-99.0,-99.0,-99.0,-99.0,35.7274934,-78.6963078,3.007,16.379032,-26.577847,-57.54097,-54.446552
481,56212,-99.0,-99.0,-99.0,-99.0,35.7274934,-78.6963079,2.513,18.178665,-23.503012,-65.58313,-53.9772
482,56213,-99.0,-99.0,-99.0,-99.0,35.7274931,-78.6963078,2.005,20.144653,-28.743235,-53.927608,-51.245949
483,56214,-99.0,-99.0,-99.0,-99.0,35.727493,-78.6963078,1.497,19.511517,-54.003159,-59.053955,-52.57412
484,56215,-99.0,-99.0,-99.0,-99.0,35.7274933,-78.6963077,1.029,17.526608,-24.580515,-52.439236,-52.74472
485,56216,-99.0,-99.0,-99.0,-99.0,35.7274934,-78.6963079,0.9,17.526608,-24.580515,-52.439236,-52.74472
486,56217,-99.0,-99.0,-99.0,-99.0,35.7274934,-78.6963079,0.858,19.386868,-21.49317,-57.259232,-54.955128
